rssi_dbm,snr_db,distance_m,source
-108,9.50,2287.78,salvora_gw2
-115,-1.50,4696.04,salvora_gw3
-118,-2.80,2287.78,salvora_gw2
-117,-3.80,2286.67,salvora_gw2
-120,-8.00,2282.36,salvora_gw2
-117,-1.50,1114.5,salvora_gw1
-105,10.80,2282.36,salvora_gw2
-118,-2.50,4690.95,salvora_gw3
-120,-7.50,1113.46,salvora_gw1
-118,-0.80,2283.47,salvora_gw2
-119,-7.20,4691.73,salvora_gw3
-119,-4.50,1085.44,salvora_gw1
-119,-9.80,2304.66,salvora_gw2
-118,-3.80,4684.39,salvora_gw3
-119,-8.20,1084.88,salvora_gw1
-118,-4.00,4683.24,salvora_gw3
-118,-12.50,1085.65,salvora_gw1
-114,1.00,2303.77,salvora_gw2
-118,-5.20,4681.87,salvora_gw3
-119,-8.20,1093.17,salvora_gw1
-114,3.50,2294.31,salvora_gw2
-107,9.80,2281.49,salvora_gw2
-115,-0.50,2281.57,salvora_gw2
-119,-18.80,4639.49,salvora_gw3
-112,4.00,2280.55,salvora_gw2
-105,8.00,2278.01,salvora_gw2
-104,11.20,2290.22,salvora_gw2
-119,-13.80,4623.43,salvora_gw3
-105,11.80,2291.33,salvora_gw2
-102,10.50,2290.22,salvora_gw2
-105,5.00,2290.22,salvora_gw2
-119,-8.20,4623.43,salvora_gw3
-110,4.50,2290.22,salvora_gw2
-120,-11.00,4623.43,salvora_gw3
-113,3.00,2290.22,salvora_gw2
-118,-7.00,4623.43,salvora_gw3
-109,5.50,2288.65,salvora_gw2
-118,-8.20,4610.77,salvora_gw3
-101,11.50,2287.65,salvora_gw2
-105,10.80,2284.71,salvora_gw2
-115,0.80,4584.68,salvora_gw3
-101,5.00,2284.82,salvora_gw2
-119,-7.00,4584.11,salvora_gw3
-93,7.50,2282.58,salvora_gw2
-117,-2.50,4570.12,salvora_gw3
-95,11.80,2282.69,salvora_gw2
-118,-5.20,4569.55,salvora_gw3
-120,-14.20,1081.91,salvora_gw1
-98,12.80,2284,salvora_gw2
-113,4.20,4551.54,salvora_gw3
-101,11.00,2284,salvora_gw2
-118,-7.20,4551.54,salvora_gw3
-120,-10.50,1081.91,salvora_gw1
-95,13.00,2284,salvora_gw2
-119,-5.20,4551.54,salvora_gw3
-120,-13.00,1081.91,salvora_gw1
-109,5.00,2284,salvora_gw2
-120,-12.50,4551.54,salvora_gw3
-117,-1.80,1081.75,salvora_gw1
-110,5.20,2284.12,salvora_gw2
-113,2.80,4550.98,salvora_gw3
-118,-10.20,1081.75,salvora_gw1
-109,7.20,2284.12,salvora_gw2
-115,1.00,4550.98,salvora_gw3
-115,-2.50,1081.75,salvora_gw1
-108,7.00,2284.12,salvora_gw2
-113,3.20,4550.98,salvora_gw3
-120,-5.00,1059.22,salvora_gw1
-105,10.80,2306.95,salvora_gw2
-119,-5.50,4569.07,salvora_gw3
-110,7.20,2308.18,salvora_gw2
-119,-7.20,4569.31,salvora_gw3
-119,-11.80,1045.97,salvora_gw1
-105,5.00,2319.49,salvora_gw2
-117,-2.80,4564.57,salvora_gw3
-119,-5.00,1045.81,salvora_gw1
-103,7.20,2319.62,salvora_gw2
-114,-0.50,4564.01,salvora_gw3
-105,8.50,2322.73,salvora_gw2
-113,2.80,4561.72,salvora_gw3
-119,-5.00,1041.3,salvora_gw1
-102,12.80,2323.96,salvora_gw2
-113,4.20,4561.98,salvora_gw3
-119,-7.00,1006.22,salvora_gw1
-115,3.20,2359.98,salvora_gw2
-104,12.20,4601.1,salvora_gw3
-105,9.00,2359.86,salvora_gw2
-105,8.50,4601.65,salvora_gw3
-105,5.00,1004.71,salvora_gw1
-104,5.20,2362.05,salvora_gw2
-108,5.80,4609.12,salvora_gw3
-115,-1.50,1003.8,salvora_gw1
-100,7.00,2363.03,salvora_gw2
-119,-7.50,4610.49,salvora_gw3
-108,7.50,980.32,salvora_gw1
-115,1.80,2386.24,salvora_gw2
-117,-5.00,4621.27,salvora_gw3
-105,8.50,980.14,salvora_gw1
-100,11.00,2386.36,salvora_gw2
-117,-2.00,4620.72,salvora_gw3
-95,12.00,979.1,salvora_gw1
-104,10.20,2387.1,salvora_gw2
-114,2.00,4617.39,salvora_gw3
-100,12.20,979.1,salvora_gw1
-102,11.50,2387.1,salvora_gw2
-114,3.20,4617.39,salvora_gw3
-98,5.80,976.58,salvora_gw1
-104,5.50,2389.55,salvora_gw2
-115,1.00,4617.92,salvora_gw3
-99,5.20,975.49,salvora_gw1
-105,5.20,2390.65,salvora_gw2
-115,0.50,4618.74,salvora_gw3
-101,11.00,973.9,salvora_gw1
-105,9.80,2392.12,salvora_gw2
-115,0.00,4617.9,salvora_gw3
-114,2.50,4617.9,salvora_gw3
-99,11.50,973.9,salvora_gw1
-107,9.00,2392.12,salvora_gw2
-115,1.00,4617.9,salvora_gw3
-99,12.00,973.9,salvora_gw1
-105,10.00,2392.12,salvora_gw2
-114,3.50,4617.9,salvora_gw3
-101,5.20,973.9,salvora_gw1
-107,5.20,2392.12,salvora_gw2
-115,-1.00,4617.9,salvora_gw3
-98,7.20,973.9,salvora_gw1
-107,5.80,2392.12,salvora_gw2
-115,0.50,4617.9,salvora_gw3
-99,10.00,972.64,salvora_gw1
-107,8.50,2393.35,salvora_gw2
-115,0.50,4618.17,salvora_gw3
-98,12.50,972.64,salvora_gw1
-105,8.80,2393.35,salvora_gw2
-115,0.20,4618.17,salvora_gw3
-99,14.20,972.98,salvora_gw1
-105,10.80,2393.1,salvora_gw2
-114,3.50,4619.28,salvora_gw3
-99,12.50,972.98,salvora_gw1
-114,4.80,2393.1,salvora_gw2
-117,0.50,4619.28,salvora_gw3
-94,8.00,972.98,salvora_gw1
-113,2.20,2393.1,salvora_gw2
-118,-5.00,4619.28,salvora_gw3
-92,8.00,972.98,salvora_gw1
-117,-1.00,2393.1,salvora_gw2
-115,-1.20,4619.28,salvora_gw3
-95,10.50,972.98,salvora_gw1
-110,5.50,2393.1,salvora_gw2
-113,2.80,4619.28,salvora_gw3
-95,11.50,972.98,salvora_gw1
-115,2.80,2393.1,salvora_gw2
-118,-5.20,4619.28,salvora_gw3
-95,14.50,972.98,salvora_gw1
-113,2.50,2393.1,salvora_gw2
-117,0.80,4619.28,salvora_gw3
-94,12.50,972.98,salvora_gw1
-115,-4.50,2393.1,salvora_gw2
-117,-1.20,4619.28,salvora_gw3
-119,-9.20,974.06,salvora_gw1
-108,5.20,2392,salvora_gw2
-115,1.20,4618.45,salvora_gw3
-102,8.50,974.06,salvora_gw1
-101,8.80,2392,salvora_gw2
-119,-13.80,4618.45,salvora_gw3
-114,3.80,974.06,salvora_gw1
-109,8.80,2392,salvora_gw2
-110,5.00,975.84,salvora_gw1
-99,10.20,2390.4,salvora_gw2
-118,-5.80,4619.85,salvora_gw3
-107,8.20,975.84,salvora_gw1
-98,11.20,2390.4,salvora_gw2
-113,3.80,4619.85,salvora_gw3
-105,10.00,975.84,salvora_gw1
-115,3.80,2390.4,salvora_gw2
-117,-0.20,4619.85,salvora_gw3
-104,5.20,2390.28,salvora_gw2
-108,4.50,4620.4,salvora_gw3
-115,-2.20,993.35,salvora_gw1
-104,5.80,2373.05,salvora_gw2
-108,5.00,4611.45,salvora_gw3
-111,5.00,993.35,salvora_gw1
-95,13.00,2373.05,salvora_gw2
-115,1.80,4611.45,salvora_gw3
-108,9.00,995.53,salvora_gw1
-97,13.50,2370.85,salvora_gw2
-104,10.80,4609.82,salvora_gw3
-114,0.20,997.09,salvora_gw1
-95,12.00,2368.8,salvora_gw2
-110,5.50,4601.81,salvora_gw3
-105,8.80,985.97,salvora_gw1
-98,11.20,2379.15,salvora_gw2
-107,7.80,4590.65,salvora_gw3
-105,4.80,985.67,salvora_gw1
-103,5.80,2379.42,salvora_gw2
-104,5.20,4589.55,salvora_gw3
-100,7.80,984.43,salvora_gw1
-111,5.80,2380.65,salvora_gw2
-107,5.20,4589.82,salvora_gw3
-97,11.20,983.42,salvora_gw1
-110,5.80,2381.6,salvora_gw2
-102,11.80,4585.95,salvora_gw3
-95,10.80,926.35,salvora_gw1
-107,8.00,2439.6,salvora_gw2
-108,5.80,4589.84,salvora_gw3
-98,14.20,925.03,salvora_gw1
-107,10.50,2440.99,salvora_gw2
-107,9.20,4589.59,salvora_gw3
-103,11.20,922.72,salvora_gw1
-105,9.50,2443.33,salvora_gw2
-108,8.50,4590.72,salvora_gw3
-108,3.80,922.31,salvora_gw1
-117,-1.20,2443.93,salvora_gw2
-103,5.20,4588.55,salvora_gw3
-110,4.80,919.12,salvora_gw1
-113,2.80,2447.65,salvora_gw2
-100,5.50,4584.81,salvora_gw3
-105,10.00,918.93,salvora_gw1
-110,7.80,2447.96,salvora_gw2
-111,5.00,4583.73,salvora_gw3
-100,12.20,918.74,salvora_gw1
-108,9.00,2448.27,salvora_gw2
-113,4.20,4582.65,salvora_gw3
-92,15.00,918.56,salvora_gw1
-110,8.00,2448.58,salvora_gw2
-108,8.80,4581.57,salvora_gw3
-95,12.20,919.82,salvora_gw1
-102,11.20,4573.96,salvora_gw3
-114,-1.00,928.19,salvora_gw1
-113,2.80,2443.81,salvora_gw2
-110,4.00,4544.04,salvora_gw3
-105,5.80,928.13,salvora_gw1
-113,3.00,2443.98,salvora_gw2
-114,1.00,4543.5,salvora_gw3
-107,7.80,928.08,salvora_gw1
-113,3.20,2444.15,salvora_gw2
-109,7.00,928.03,salvora_gw1
-107,8.20,2444.32,salvora_gw2
-115,0.50,4542.43,salvora_gw3
-108,7.20,943.16,salvora_gw1
-108,8.00,2436.01,salvora_gw2
-114,1.80,4505.69,salvora_gw3
-104,11.00,946.37,salvora_gw1
-112,5.20,2434.24,salvora_gw2
-114,2.20,4498.89,salvora_gw3
-97,7.20,946.37,salvora_gw1
-100,7.20,2434.24,salvora_gw2
-110,3.50,4498.89,salvora_gw3
-105,5.00,947.48,salvora_gw1
-113,2.80,2433.16,salvora_gw2
-113,2.20,4498.05,salvora_gw3
-103,9.50,947.48,salvora_gw1
-112,5.80,2433.16,salvora_gw2
-115,0.80,4498.05,salvora_gw3
-107,5.00,946.36,salvora_gw1
-115,0.00,2434.43,salvora_gw2
-112,4.00,4498.36,salvora_gw3
-105,8.50,946.36,salvora_gw1
-115,1.80,2434.43,salvora_gw2
-111,5.00,4498.36,salvora_gw3
-102,5.20,946.35,salvora_gw1
-105,7.00,2434.61,salvora_gw2
-120,-8.80,4497.82,salvora_gw3
-99,9.20,946.36,salvora_gw1
-114,3.50,2434.43,salvora_gw2
-109,4.80,4498.36,salvora_gw3
-107,5.80,946.36,salvora_gw1
-110,-10.00,2434.43,salvora_gw2
-113,4.20,4498.36,salvora_gw3
-102,9.20,946.36,salvora_gw1
-107,7.50,2434.43,salvora_gw2
-105,11.20,946.36,salvora_gw1
-104,12.20,2434.43,salvora_gw2
-107,9.80,4498.36,salvora_gw3
-105,10.80,946.36,salvora_gw1
-111,5.50,2434.43,salvora_gw2
-107,9.50,4498.36,salvora_gw3
-100,7.20,939.67,salvora_gw1
-112,2.50,2441.3,salvora_gw2
-110,2.80,4502.36,salvora_gw3
-105,5.00,939.67,salvora_gw1
-108,5.00,2441.3,salvora_gw2
-119,-9.00,4502.36,salvora_gw3
-105,7.20,939.68,salvora_gw1
-113,3.00,2441.11,salvora_gw2
-105,9.80,926.27,salvora_gw1
-113,4.20,2455.6,salvora_gw2
-117,-0.80,4508.78,salvora_gw3
-114,4.20,917.37,salvora_gw1
-109,8.80,2466.71,salvora_gw2
-117,-0.20,4508.67,salvora_gw3
-100,10.50,915.15,salvora_gw1
-105,9.20,2469.06,salvora_gw2
-100,7.20,914.09,salvora_gw1
-109,5.00,2471.48,salvora_gw2
-119,-7.50,4506.99,salvora_gw3
-103,5.00,889.41,salvora_gw1
-103,8.00,2509.28,salvora_gw2
-113,3.80,4496.02,salvora_gw3
-95,10.00,889.41,salvora_gw1
-118,-3.20,2509.28,salvora_gw2
-118,-8.50,4496.02,salvora_gw3
-95,12.80,877.26,salvora_gw1
-107,9.80,2521.33,salvora_gw2
-119,-7.20,4504.96,salvora_gw3
-99,11.20,870.67,salvora_gw1
-112,4.00,2527.99,salvora_gw2
-99,12.50,856.7,salvora_gw1
-108,9.20,2538.5,salvora_gw2
-119,-3.50,4526.16,salvora_gw3
-99,5.80,855.54,salvora_gw1
-115,1.00,2539.38,salvora_gw2
-119,-12.00,4527.54,salvora_gw3
-102,7.00,854.43,salvora_gw1
-111,3.00,2540.46,salvora_gw2
-118,-5.80,4528.4,salvora_gw3
-104,10.00,848.69,salvora_gw1
-115,1.20,2545.06,salvora_gw2
-119,-14.50,4534.79,salvora_gw3
-102,11.00,847.53,salvora_gw1
-118,-1.50,2545.94,salvora_gw2
-99,12.00,688.36,salvora_gw1
-114,3.00,2698.86,salvora_gw2
-118,-7.00,4664.99,salvora_gw3
-102,11.80,687.25,salvora_gw1
-117,1.20,2699.94,salvora_gw2
-117,-3.50,4665.86,salvora_gw3
-108,5.00,687.25,salvora_gw1
-115,0.80,2699.94,salvora_gw2
-119,-7.00,4665.86,salvora_gw3
-107,5.50,628.98,salvora_gw1
-117,-1.00,2766.59,salvora_gw2
-105,7.80,628.98,salvora_gw1
-115,-0.50,2766.59,salvora_gw2
-114,3.00,4695.23,salvora_gw3
-115,0.20,628.98,salvora_gw1
-118,-4.00,2766.59,salvora_gw2
-115,1.20,4695.23,salvora_gw3
-110,7.80,629.07,salvora_gw1
-115,2.50,2766.77,salvora_gw2
-115,0.80,4694.73,salvora_gw3
-113,5.00,619.25,salvora_gw1
-115,3.00,2779.87,salvora_gw2
-117,0.50,4697.64,salvora_gw3
-104,5.20,619.25,salvora_gw1
-120,-9.20,2779.87,salvora_gw2
-118,-5.00,4697.64,salvora_gw3
-115,0.20,619.25,salvora_gw1
-115,0.80,2779.87,salvora_gw2
-115,-2.00,4697.64,salvora_gw3
-113,2.20,620.35,salvora_gw1
-113,3.50,2778.79,salvora_gw2
-115,0.50,4696.76,salvora_gw3
-117,-0.50,620.35,salvora_gw1
-119,-5.80,2778.79,salvora_gw2
-110,7.20,4696.76,salvora_gw3
-105,8.50,620.35,salvora_gw1
-115,-3.00,2778.79,salvora_gw2
-117,0.00,4696.76,salvora_gw3
-108,7.50,620.35,salvora_gw1
-119,-7.50,2778.79,salvora_gw2
-115,0.50,4696.76,salvora_gw3
-105,4.50,620.35,salvora_gw1
-119,-3.50,2778.79,salvora_gw2
-115,-0.80,4696.76,salvora_gw3
-107,5.20,619.47,salvora_gw1
-120,-5.20,2780.26,salvora_gw2
-115,-0.50,4696.65,salvora_gw3
-107,9.20,619.47,salvora_gw1
-119,-8.00,2780.26,salvora_gw2
-115,0.50,4696.65,salvora_gw3
-119,-5.00,619.47,salvora_gw1
-119,-5.20,2780.26,salvora_gw2
-117,-3.20,4696.65,salvora_gw3
-111,7.00,619.47,salvora_gw1
-121,-10.00,2780.26,salvora_gw2
-117,-1.00,4696.65,salvora_gw3
-115,2.80,620.57,salvora_gw1
-121,-8.00,2779.18,salvora_gw2
-105,4.50,620.57,salvora_gw1
-115,-1.80,2779.18,salvora_gw2
-107,5.50,619.47,salvora_gw1
-118,-5.80,2780.26,salvora_gw2
-119,-14.20,4696.65,salvora_gw3
-105,10.00,619.47,salvora_gw1
-115,2.20,2780.26,salvora_gw2
-117,-1.20,4696.65,salvora_gw3
-118,-3.20,616.39,salvora_gw1
-115,0.00,2783.88,salvora_gw2
-119,-7.00,4698.33,salvora_gw3
-113,5.50,617.38,salvora_gw1
-113,4.80,2782.61,salvora_gw2
-113,4.50,617.49,salvora_gw1
-115,2.00,2782.8,salvora_gw2
-119,-7.80,4697.44,salvora_gw3
-114,2.00,617.49,salvora_gw1
-111,4.80,2782.8,salvora_gw2
-117,-2.50,4697.44,salvora_gw3
-100,7.80,618.04,salvora_gw1
-120,-5.80,2780.76,salvora_gw2
-118,-3.50,4699.02,salvora_gw3
-95,11.80,589,salvora_gw1
-115,2.50,2793.26,salvora_gw2
-115,2.00,4749.28,salvora_gw3
-110,4.00,588.96,salvora_gw1
-117,-3.00,4749.78,salvora_gw3
-107,10.20,590.44,salvora_gw1
-120,-8.80,2793.4,salvora_gw2
-118,-2.00,4744.91,salvora_gw3
-107,9.20,686.29,salvora_gw1
-109,3.80,685.08,salvora_gw1
-118,-3.80,2702.29,salvora_gw2
-117,-4.00,4667.11,salvora_gw3
-107,5.00,677.12,salvora_gw1
-118,-2.20,2709.14,salvora_gw2
-118,-5.80,4675.26,salvora_gw3
-100,10.20,647.21,salvora_gw1
-119,-10.00,2730.97,salvora_gw2
-117,-5.00,4716.22,salvora_gw3
-111,7.20,646.09,salvora_gw1
-119,-4.00,2732.05,salvora_gw2
-120,-9.80,4717.1,salvora_gw3
-107,9.50,644.98,salvora_gw1
-119,-3.00,2733.14,salvora_gw2
-117,-0.50,4717.97,salvora_gw3
-103,10.80,637.22,salvora_gw1
-117,-1.20,2741.1,salvora_gw2
-115,0.00,4723.1,salvora_gw3
-115,-2.00,636.12,salvora_gw1
-117,-2.20,2742.36,salvora_gw2
-119,-5.50,4723.47,salvora_gw3
-109,5.50,613.9,salvora_gw1
-118,-2.80,4740.52,salvora_gw3
-117,-1.50,2766.27,salvora_gw2
-115,-0.80,4742.78,salvora_gw3
-118,-2.20,606.23,salvora_gw1
-119,-8.00,2766.2,salvora_gw2
-118,-3.50,4763.79,salvora_gw3
-107,8.20,603.97,salvora_gw1
-118,-3.80,2768.71,salvora_gw2
-115,1.00,4764.53,salvora_gw3
-105,11.00,599.35,salvora_gw1
-119,-4.50,2776.71,salvora_gw2
-104,-0.20,598.24,salvora_gw1
-112,-19.80,2777.97,salvora_gw2
-117,-2.80,4757.35,salvora_gw3
-112,2.20,584.13,salvora_gw1
-115,-9.00,2795.52,salvora_gw2
-114,3.20,581.94,salvora_gw1
-117,-2.80,2797.86,salvora_gw2
-117,-2.00,4760.06,salvora_gw3
-115,2.20,539.35,salvora_gw1
-117,-0.20,2836.34,salvora_gw2
-109,7.50,4802.11,salvora_gw3
-110,7.00,537.11,salvora_gw1
-114,2.50,2838.35,salvora_gw2
-111,5.20,4804.37,salvora_gw3
-111,5.00,537.09,salvora_gw1
-117,0.20,2838.02,salvora_gw2
-108,8.50,4805.36,salvora_gw3
-113,1.50,524.85,salvora_gw1
-118,-5.00,2848.53,salvora_gw2
-113,1.00,4819.57,salvora_gw3
-120,-5.80,524.85,salvora_gw1
-108,5.50,2848.37,salvora_gw2
-118,-4.00,4820.07,salvora_gw3
-110,7.20,2860.48,salvora_gw2
-108,8.00,4855.5,salvora_gw3
-117,-5.20,507.28,salvora_gw1
-115,0.00,2860.48,salvora_gw2
-111,5.50,4855.5,salvora_gw3
-118,-2.20,507.22,salvora_gw1
-115,2.80,2860.63,salvora_gw2
-109,8.50,4855,salvora_gw3
-118,-4.50,499.84,salvora_gw1
-113,5.00,2867.38,salvora_gw2
-111,5.50,4864.17,salvora_gw3
-119,-5.50,499.84,salvora_gw1
-115,2.00,2867.38,salvora_gw2
-118,-9.80,4864.17,salvora_gw3
-120,-8.20,502.26,salvora_gw1
-117,-0.80,2864.74,salvora_gw2
-113,2.80,4863.9,salvora_gw3
-120,-8.00,502.26,salvora_gw1
-114,4.50,2864.74,salvora_gw2
-111,5.20,4863.9,salvora_gw3
-120,-9.00,513.2,salvora_gw1
-115,3.00,2854.11,salvora_gw2
-111,5.80,4854.08,salvora_gw3
-119,-5.80,513.2,salvora_gw1
-114,3.20,2854.11,salvora_gw2
-111,7.20,4854.08,salvora_gw3
-118,-8.20,514.45,salvora_gw1
-115,2.50,2852.72,salvora_gw2
-110,7.00,4854.2,salvora_gw3
-119,-5.00,514.45,salvora_gw1
-115,1.80,2852.72,salvora_gw2
-111,2.80,4854.2,salvora_gw3
-119,-8.00,514.52,salvora_gw1
-115,1.80,2852.57,salvora_gw2
-111,4.00,4854.7,salvora_gw3
-119,-10.00,514.52,salvora_gw1
-115,1.20,2852.57,salvora_gw2
-111,4.50,4854.7,salvora_gw3
-119,-8.80,515.63,salvora_gw1
-115,1.00,2851.47,salvora_gw2
-111,4.20,4853.82,salvora_gw3
-120,-5.80,515.63,salvora_gw1
-115,2.50,2851.47,salvora_gw2
-111,5.20,4853.82,salvora_gw3
-120,-7.00,515.7,salvora_gw1
-115,3.80,2851.32,salvora_gw2
-112,5.80,4854.32,salvora_gw3
-117,-7.50,515.7,salvora_gw1
-114,1.00,2851.32,salvora_gw2
-107,5.00,4854.32,salvora_gw3
-118,-11.80,515.7,salvora_gw1
-114,0.80,2851.32,salvora_gw2
-105,5.00,4854.32,salvora_gw3
-119,-5.00,515.7,salvora_gw1
-118,-0.80,2851.32,salvora_gw2
-107,9.00,4854.32,salvora_gw3
-119,-4.80,515.7,salvora_gw1
-117,-0.20,2851.32,salvora_gw2
-107,9.20,4854.32,salvora_gw3
-119,-3.80,515.7,salvora_gw1
-117,0.00,2851.32,salvora_gw2
-107,9.50,4854.32,salvora_gw3
-118,-3.50,515.7,salvora_gw1
-117,1.20,2851.32,salvora_gw2
-107,9.20,4854.32,salvora_gw3
-118,-11.50,515.7,salvora_gw1
-117,-4.80,2851.32,salvora_gw2
-119,-12.50,4854.32,salvora_gw3
-120,-8.80,515.7,salvora_gw1
-119,-4.50,2851.32,salvora_gw2
-120,-13.00,4854.32,salvora_gw3
-119,-5.80,515.7,salvora_gw1
-119,-4.00,2851.32,salvora_gw2
-120,-5.80,4854.32,salvora_gw3
-118,-4.80,2852.57,salvora_gw2
-118,-5.50,4854.7,salvora_gw3
-119,-5.20,514.52,salvora_gw1
-119,-5.50,2852.57,salvora_gw2
-119,-5.50,4854.7,salvora_gw3
-119,-5.20,514.52,salvora_gw1
-120,-5.50,2852.57,salvora_gw2
-119,-7.00,514.45,salvora_gw1
-119,-5.50,2852.72,salvora_gw2
-118,-7.50,4854.2,salvora_gw3
-120,-9.50,513.41,salvora_gw1
-119,-4.00,2853.66,salvora_gw2
-118,-5.50,4855.58,salvora_gw3
-119,-8.80,2853.66,salvora_gw2
-119,-13.20,4855.58,salvora_gw3
-119,-4.50,2853.66,salvora_gw2
-118,-3.50,4855.58,salvora_gw3
-118,-15.00,510.65,salvora_gw1
-118,-9.20,2859.98,salvora_gw2
-119,-10.80,4839.52,salvora_gw3
-115,-2.50,520.42,salvora_gw1
-118,-5.00,2847.83,salvora_gw2
-121,-12.00,2850.83,salvora_gw2
-119,-5.80,4851.43,salvora_gw3
-120,-10.80,2850.83,salvora_gw2
-119,-4.50,2850.83,salvora_gw2
-119,-9.20,4851.43,salvora_gw3
-119,-9.80,516.53,salvora_gw1
-119,-8.80,4851.43,salvora_gw3
-120,-5.50,516.53,salvora_gw1
-119,-9.50,4851.43,salvora_gw3
-119,-8.80,515.49,salvora_gw1
-119,-5.80,2851.77,salvora_gw2
-118,-10.00,4852.82,salvora_gw3
-118,-7.00,515.42,salvora_gw1
-118,-4.80,2851.92,salvora_gw2
-118,-8.00,4852.32,salvora_gw3
-120,-10.50,515.42,salvora_gw1
-119,-3.00,2851.92,salvora_gw2
-119,-5.50,4852.32,salvora_gw3
-120,-9.80,515.42,salvora_gw1
-120,-5.20,2851.92,salvora_gw2
-118,-2.20,4852.32,salvora_gw3
-118,-5.80,515.42,salvora_gw1
-119,-8.20,2851.92,salvora_gw2
-117,-0.50,4852.32,salvora_gw3
-119,-2.50,2851.62,salvora_gw2
-118,-3.20,4853.32,salvora_gw3
-119,-17.00,515.56,salvora_gw1
-120,-5.50,2851.62,salvora_gw2
-119,-5.50,4853.32,salvora_gw3
-120,-13.80,515.56,salvora_gw1
-119,-3.20,2851.62,salvora_gw2
-118,-4.50,4853.32,salvora_gw3
-119,-7.80,515.56,salvora_gw1
-117,-5.20,4853.32,salvora_gw3
-118,-9.00,518.81,salvora_gw1
-117,-2.20,2848.49,salvora_gw2
-119,-10.00,4850.17,salvora_gw3
-120,-10.00,518.81,salvora_gw1
-120,-5.00,2848.49,salvora_gw2
-119,-4.00,4850.17,salvora_gw3
-119,-3.20,2848.49,salvora_gw2
-118,-3.50,4850.17,salvora_gw3
-118,-17.20,518.81,salvora_gw1
-117,-4.50,2848.49,salvora_gw2
-119,-9.50,4850.17,salvora_gw3
-119,-5.00,2850.23,salvora_gw2
-120,-19.20,4853.44,salvora_gw3
-117,-2.00,516.81,salvora_gw1
-118,-2.50,2850.23,salvora_gw2
-115,-2.20,4853.44,salvora_gw3
-119,-5.00,516.66,salvora_gw1
-120,-7.20,2850.53,salvora_gw2
-117,-0.20,4852.43,salvora_gw3
-118,-5.80,515.49,salvora_gw1
-115,-0.50,2851.77,salvora_gw2
-114,1.50,4852.82,salvora_gw3
-118,-3.50,515.49,salvora_gw1
-118,-2.00,2851.77,salvora_gw2
-117,-1.20,4852.82,salvora_gw3
-118,-5.50,515.49,salvora_gw1
-121,-13.00,2851.77,salvora_gw2
-114,-7.20,514.38,salvora_gw1
-115,-3.00,2852.87,salvora_gw2
-111,1.50,4853.7,salvora_gw3
-118,-1.50,514.45,salvora_gw1
-115,1.00,2852.72,salvora_gw2
-118,-4.80,4854.2,salvora_gw3
-118,-1.00,514.59,salvora_gw1
-120,-5.00,2852.42,salvora_gw2
-118,-2.80,4855.2,salvora_gw3
-118,-2.50,514.59,salvora_gw1
-119,-4.00,2852.42,salvora_gw2
-119,-7.20,4855.2,salvora_gw3
-120,-12.20,514.59,salvora_gw1
-118,-2.20,2852.42,salvora_gw2
-115,-0.50,4855.2,salvora_gw3
-117,-1.20,514.59,salvora_gw1
-118,-1.20,2852.42,salvora_gw2
-114,2.20,4855.2,salvora_gw3
-118,-2.00,512.3,salvora_gw1
-118,-4.80,2854.75,salvora_gw2
-113,4.80,4856.46,salvora_gw3
-117,-1.50,512.3,salvora_gw1
-115,-5.00,2854.75,salvora_gw2
-113,3.50,4856.46,salvora_gw3
-117,-0.20,4856.46,salvora_gw3
-115,1.50,512.3,salvora_gw1
-120,-4.80,2854.75,salvora_gw2
-115,1.80,4856.46,salvora_gw3
-119,-10.00,511.06,salvora_gw1
-115,0.00,2856.15,salvora_gw2
-115,-0.80,4856.34,salvora_gw3
-105,5.50,511.06,salvora_gw1
-100,8.20,2856.15,salvora_gw2
-115,-0.20,4856.34,salvora_gw3
-107,7.20,511.06,salvora_gw1
-105,8.00,2856.15,salvora_gw2
-110,5.00,512.1,salvora_gw1
-98,10.80,2855.2,salvora_gw2
-103,9.20,4854.96,salvora_gw3
-115,2.20,512.1,salvora_gw1
-107,10.20,2855.2,salvora_gw2
-109,8.50,4854.96,salvora_gw3
-110,5.00,513.27,salvora_gw1
-111,7.00,2853.96,salvora_gw2
-119,-5.50,4854.58,salvora_gw3
-114,-2.00,513.27,salvora_gw1
-115,0.00,2853.96,salvora_gw2
-113,1.20,4854.58,salvora_gw3
-119,-3.50,513.27,salvora_gw1
-118,-3.50,2853.96,salvora_gw2
-117,-1.20,4854.58,salvora_gw3
-118,-3.00,518.02,salvora_gw1
-115,3.20,2848,salvora_gw2
-117,-0.50,4860.95,salvora_gw3
-115,-0.20,2848.95,salvora_gw2
-119,-9.50,4862.33,salvora_gw3
-113,3.00,490.31,salvora_gw1
-112,4.00,2874.81,salvora_gw2
-120,-4.00,2875.91,salvora_gw2
-115,-1.00,4909.8,salvora_gw3
-117,-1.80,2876.87,salvora_gw2
-119,-9.00,4911.18,salvora_gw3
-112,3.20,2887.43,salvora_gw2
-107,7.50,2888.4,salvora_gw2
-118,-5.50,4922.86,salvora_gw3
-107,9.50,2926.61,salvora_gw2
-119,-5.50,4980.62,salvora_gw3
-110,8.50,2927.58,salvora_gw2
-118,-3.00,4982,salvora_gw3
-105,10.00,2937.09,salvora_gw2
-118,-4.20,5002.72,salvora_gw3
-119,-12.50,435.96,salvora_gw1
